user_score,developer_score,publisher_score,release_month,release_year,num_pos_critic,num_mix_critic,num_neg_critic,platform_3DS,platform_DS,platform_Dreamcast,platform_Game Boy Advance,platform_GameCube,platform_Nintendo 64,platform_PC,platform_PSP,platform_PlayStation,platform_PlayStation 2,platform_PlayStation 3,platform_PlayStation 4,platform_PlayStation 5,platform_PlayStation Vita,platform_Stadia,platform_Switch,platform_Wii,platform_Wii U,platform_Xbox,platform_Xbox 360,platform_Xbox One,platform_Xbox Series X,rating_AO,rating_E,rating_E10+,rating_K-A,rating_M,rating_RP,rating_T,genre_2_RPG,genre_2_Strategy,genre_2_action,genre_2_adventure,genre_2_arcade,genre_2_simulator,genre_2_sports,score
2.2976555377511843,0.6724742874614797,0.9910544416389679,11,1998,0.9381004895395505,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,99
0.27808847499087963,1.3082061158313538,-0.4044047069586861,9,2000,0.8058947612792257,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,98
0.5982637523674199,3.192685161064909,1.9936581747167261,4,2008,1.952246095327293,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,98
1.4474037208401818,-0.16474870429160426,-0.07887529988946029,9,1999,1.0174434418831433,-2.0676881024232805,-0.8223583208297024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,98
0.7106554700298829,3.192685161064909,1.9936581747167261,4,2008,2.247037570937155,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,98
2.2976555377511843,0.6724742874614797,0.9910544416389679,11,2007,2.0828145249951677,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,97
2.2976555377511843,2.1958436509663666,0.9910544416389679,5,2010,2.2586878627078453,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,97
0.9441865292458708,1.477300761097684,1.9936581747167261,10,2018,1.313095373153656,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,97
0.5982637523674199,3.192685161064909,1.9936581747167261,11,2014,0.5368402637353765,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,97
1.189657957997241,3.192685161064909,1.9936581747167261,9,2013,1.7104232971725188,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,97
1.065408870403961,3.192685161064909,4.066512141824449,3,2021,0.3309622833862305,-2.0676881024232805,-0.8223583208297024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,97
1.189657957997241,3.192685161064909,1.9936581747167261,9,2013,1.8382602816197846,-1.4184999060258263,-0.8223583208297024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,97
